dataset,instruction,input,output,alternative_a,alternative_b,alternative_c,alternative_d
MedQA (USMLE),"Um jovem de 19 anos é levado ao médico por sua mãe porque ela está preocupada com seu comportamento estranho. Nos últimos 3 anos, ele tem se vestido todo de preto e usa um longo casaco preto, mesmo no verão. A mãe relata que seu filho sempre teve dificuldades para se encaixar. Ele não tem amigos e passa a maior parte do tempo em seu quarto jogando jogos online. Ele está ansioso na faculdade porque se sente desconfortável perto de outras pessoas e seu desempenho acadêmico é ruim. Em vez de fazer suas tarefas, ele passa a maior parte do tempo lendo sobre fenômenos paranormais, especialmente demônios. Ele diz que nunca viu nenhum demônio, mas às vezes há sinais de sua presença. Por exemplo, uma brisa em um quarto fechado é provavelmente o ""sopro de um demônio"". O exame do estado mental mostra discurso laborioso. O paciente evita contato visual. Qual dos seguintes é o diagnóstico mais provável?",,C,Transtorno de ansiedade social,Transtorno de personalidade evitativa,Transtorno de personalidade esquizotípica,Esquizofrenia
MedQA (USMLE),"Um homem de 79 anos se apresenta ao consultório devido a falta de ar com esforço moderado e tosse levemente produtiva. Ele tem um histórico médico de 25 anos de tabagismo pesado. Seus sinais vitais incluem: frequência cardíaca de 89/min, frequência respiratória de 27/min e pressão arterial de 120/90 mm Hg. O exame físico mostra ressonância aumentada à percussão, diminuição dos sons respiratórios e crepitações na base do pulmão. A radiografia de tórax mostra sinais de hiperinsuflação pulmonar. A espirometria mostra um volume expiratório forçado no primeiro segundo (VEF1) de 48%, uma capacidade vital forçada (CVF) de 85% e uma relação VEF1/CVF de 56%. De acordo com esses resultados, qual é o diagnóstico mais provável?",,C,Asma,Linfangioleiomiomatose,Doença pulmonar obstrutiva crônica (DPOC),Insuficiência cardíaca
PubMedQA,A endosonografia anorretal é valiosa na disquesia?,"A disquesia pode ser provocada por movimentos inadequados de defecação. O objetivo deste estudo prospectivo foi demonstrar disfunção do esfíncter anal e/ou do músculo puborretal em pacientes com disquesia usando endosonografia anorretal. Vinte pacientes consecutivos com histórico médico de disquesia e um grupo de controle de 20 indivíduos saudáveis foram submetidos a endosonografia anorretal linear (modelos Toshiba IUV 5060 e PVL-625 RT). Em ambos os grupos, as dimensões do esfíncter anal e do músculo puborretal foram medidas em repouso, durante contração voluntária e esforço. A análise estatística foi realizada dentro e entre os dois grupos.",sim,,,,
PubMedQA,Existe uma conexão entre varizes sublinguais e hipertensão?,"Varizes sublinguais já foram relacionadas ao envelhecimento, tabagismo e doenças cardiovasculares. O objetivo deste estudo foi investigar se as varizes sublinguais estão relacionadas à presença de hipertensão. Em um estudo clínico observacional com 431 pacientes odontológicos, o estado da língua e a pressão arterial foram documentados. Fotografias digitais das bordas laterais da língua foram tiradas para classificação das varizes sublinguais, e a pressão arterial foi medida. Os pacientes sem diagnóstico prévio de hipertensão e com pressão arterial ≥ 140 mmHg e/ou ≥ 90 mmHg na clínica odontológica realizaram medição complementar da pressão arterial em casa durante uma semana. Aqueles com uma média de pressão arterial em casa ≥ 135 mmHg e/ou ≥ 85 mmHg foram encaminhados para o centro de atenção primária à saúde, onde foram realizadas três medições de pressão arterial no consultório com intervalos de uma semana. Dois observadores independentes e cegos estudaram as fotografias das línguas. Cada fotografia foi classificada como ausência/poucas (grau 0) ou média/grave (grau 1) presença de varizes sublinguais. O teste qui-quadrado de Pearson, o teste t de Student e a análise de regressão múltipla foram aplicados. O cálculo de potência estipulou uma população de estudo de 323 pacientes.",sim,,,,
PubMedQA,O método de imunoensaio mediado por coluna de afinidade é adequado como uma alternativa ao método de imunoensaio enzimático de micropartículas como um ensaio de tacrolimus no sangue?,"Tacrolimus é um potente medicamento imunossupressor usado em transplantes de órgãos. Devido aos seus efeitos tóxicos substanciais, índice terapêutico estreito e variabilidade farmacocinética interindividual, o monitoramento terapêutico de concentrações de tacrolimus no sangue total tem sido recomendado. Investigamos a comparabilidade dos resultados de 2 sistemas de imunoensaio, imunoensaio mediado por coluna de afinidade (ACMIA) e imunoensaio enzimático de micropartículas (MEIA), comparando as diferenças nas concentrações de tacrolimus medidas pelos 2 métodos em relação aos valores hematológicos e bioquímicos das funções hepáticas e renais.",sim,,,,
PubMedQA,A especialidade do médico influencia o registro do histórico de medicamentos nas anotações do caso dos pacientes?,"Para determinar o impacto da especialidade do médico na frequência e profundidade do histórico de medicamentos documentado nos prontuários médicos dos pacientes. Uma avaliação transversal da frequência e profundidade das informações do histórico de medicamentos documentadas por 123 médicos para 900 pacientes selecionados aleatoriamente e estratificados nas especialidades de Cardiologia, Tórax, Dermatologia, Endocrinologia, Gastroenterologia, Hematologia, Neurologia, Psiquiatria e Renal foi realizada em um hospital de ensino com 900 leitos localizado em Ibadan, Nigéria. Quatrocentos e quarenta e três (49,2%) do grupo eram homens e 457 (50,8%) eram mulheres, com idades médias de 43,2 +/- 18,6 e 43,1 +/- 17,9 anos, respectivamente. A especialidade dos médicos influenciou significativamente a profundidade da documentação do histórico de medicamentos nas nove especialidades (P<0,0001). Comparações post hoc em pares com o teste HSD de Tukey mostraram que as pontuações médias para reações adversas a medicamentos e adesão a medicamentos foram mais altas na especialidade de Cardiologia; enquanto a especialidade de Tórax teve as pontuações médias mais altas para alergia a medicamentos, alimentos, produtos químicos e tabagismo. As pontuações médias para o uso de álcool, drogas ilícitas e restrições dietéticas foram mais altas para as especialidades de Gastroenterologia, Psiquiatria e Endocrinologia, respectivamente. A especialidade dos médicos também influenciou significativamente a frequência de documentação do histórico de medicamentos nas nove especialidades (P<0,0001).",sim,,,,
PubMedQA,Hematoma subdural espinhal: uma sequela de um aneurisma intracraniano rompido?,"Um caso de hematoma subdural espinhal (SSDH) após hemorragia subaracnóidea (SAH) devido a um aneurisma de carótida interna rompido é descrito. Tal caso nunca foi relatado. Uma mulher de 52 anos foi submetida a uma craniotomia para um aneurisma de carótida interna rompido. Uma tomografia computadorizada mostrou que a SAH existia predominantemente na fossa posterior e o hematoma subdural abaixo do tentório cerebelar. A administração intratecal de uroquinase, administração intravenosa de cloridrato de fasudil e evacuação contínua de líquido cefalorraquidiano (LCR) através de drenagem cisternal foram realizadas como tratamentos profiláticos para vasoespasmo. No sexto dia pós-operatório, a paciente queixou-se de dor intensa na região lombar e nas nádegas. A ressonância magnética mostrou um hematoma subdural na região lombossacral. Embora o efeito de massa fosse extenso, a paciente não apresentava sintomas neurológicos além da ciática. Ela foi tratada conservadoramente. O hematoma se dissolveu gradualmente e desapareceu completamente 15 semanas depois. Sua dor diminuiu gradualmente e ela recebeu alta 7 semanas depois sem nenhum déficit neurológico.",sim,,,,
PubMedQA,A aplicação de QC levou a uma queda mais lenta na pressão sanguínea?,"Dezesseis suínos foram usados. Foi criada uma incisão na virilha oblíqua e feita uma incisão de 5 mm. Os animais foram alocados para: grupo controle (n: 6): curativo de pressão foi aplicado com pressão manual sobre a esponja de gaze; ou grupo QC (n: 10): QC foi aplicado diretamente sobre a artéria femoral lacerada. A pressão arterial média, a perda de sangue e os parâmetros fisiológicos foram medidos durante o período do estudo.",sim,,,,
PubMedQA,Os padrões de células endoteliais de astrocitomas são indicativos de grau?,"Os tumores cerebrais primários mais comuns em crianças e adultos são de origem astrocítica. Os esquemas de classificação histológica clássica para astrocitomas incluíram a avaliação da presença ou ausência de anormalidades nucleares, mitoses, proliferação endotelial vascular e necrose tumoral. Avaliamos o padrão vascular de 17 espécimes cirúrgicos de astrocitoma (sete de crianças e 10 de adultos) e quatro cérebros normais obtidos em autópsia, utilizando anticorpo para proteína ácida glial fibrilar (GFAP) e fator de von Willebrand (vWF) utilizando microscopia confocal. Foi utilizada uma classificação modificada da OMS. Todos os casos de tumor mostraram células positivas para GFAP. Os tecidos de controle mostraram alguns vasos separados. Os astrocitomas pilocíticos (quatro casos) mostraram aglomerados rendados de vasos de pequeno a médio porte, com integridade da parede vascular intacta. Os astrocitomas difusos de baixo grau (três casos) mostraram um padrão de coloração semelhante ao tecido de controle; astrocitoma de grau intermediário (um caso), astrocitoma anaplásico (três casos) e glioblastoma multiforme (seis casos) mostraram uma densidade aumentada de vasos com múltiplos vasos pequenos (aglomerados glomeruloides), alguns com hiperplasia intimal proeminente, perda de integridade da parede vascular e com numerosas células/microvasos vWF-positivos dentro da substância tumoral.",sim,,,,
PubMedQA,Deve a cavitação em superfícies proximais ser relatada no exame de tomografia computadorizada de feixe cônico?,"Foram examinadas 79 superfícies proximais adjacentes sem restaurações em dentes permanentes. Pacientes suspeitos de ter lesões cariosas após um exame clínico visual e um exame de mordida participaram de um exame de CBCT (Kodak 9000 3D, campo de visão de 5 × 3,7 cm, tamanho do voxel de 0,07 mm). Aprovação ética e consentimento informado foram obtidos de acordo com a Declaração de Helsinque. A avaliação radiográfica registrando lesões com ou sem cavitação foi realizada por dois observadores em mordidas e seções de CBCT. Separadores ortodônticos foram colocados interdentalmente entre duas superfícies suspeitas de lesão. O separador foi removido após 3 dias e as superfícies registradas como cavidades (sim/não), ou seja, validadas clinicamente. As diferenças entre as duas modalidades radiográficas (sensibilidade, especificidade e acurácia geral) foram estimadas analisando os dados binários em um modelo linear generalizado.",sim,,,,
PubMedQA,O ultrassom é uma adição útil ao estadiamento clínico do carcinoma de células escamosas do pênis?,"Como parte do procedimento de estadiamento do carcinoma de células escamosas do pênis, avaliamos o papel do exame de ultrassom, em particular seu papel na avaliação da extensão e invasão nas corpora. De 1988 a 1992, todos os pacientes encaminhados para tratamento primário foram submetidos a avaliação por ultrassom com um transdutor de partes pequenas de matriz linear de 7,5 MHz como parte da avaliação clínica. Todas as imagens de ultrassom foram revisadas por um radiologista, sem conhecimento do resultado clínico, e comparadas com os resultados obtidos no exame histopatológico. Em 16 pacientes, o tumor primário e, em 1 paciente, um câncer recorrente após a terapia primária foram examinados. Todos os tumores foram identificados como lesões hipoecoicas. O exame de ultrassom na região da glande não foi capaz de diferenciar entre invasão do tecido subepitelial e invasão no corpo esponjoso, mas a presença ou ausência de invasão na túnica albugínea do corpo cavernoso foi claramente demonstrada. A medição precisa da espessura máxima do tumor por ultrassom foi observada em sete dos dezesseis exames.",sim,,,,
PubMedQA,A ultrassonografia do terceiro trimestre pode prever a apresentação do primeiro gêmeo no parto?,"Para determinar a capacidade do ultrassom precoce de prever a apresentação do gêmeo A no nascimento. Um estudo de coorte retrospectivo foi realizado em todas as gestações gemelares avaliadas em nossa Unidade de Avaliação Fetal de 2007 a 2009. Os registros de ultrassom foram revisados para a apresentação do gêmeo A em sete intervalos de idade gestacional e os prontuários médicos de internação foram revisados para a apresentação do gêmeo A no parto. O valor preditivo positivo, sensibilidade e especificidade da apresentação determinada por ultrassom, em cada intervalo de idade gestacional, para a mesma apresentação no parto foram calculados. Duzentas e trinta e oito gestações gemelares preencheram os critérios de inclusão. Um total de 896 ultrassons foram revisados. O valor preditivo positivo da apresentação cefálica do gêmeo A determinada por ultrassom para a persistência da apresentação cefálica no parto atingiu 95% após 28 semanas de gestação. O valor preditivo positivo para apresentação não cefálica estabelecido por ultrassom para não cefálica no parto foi> 90% após 32 semanas de gestação.",sim,,,,
